row_id	RENCA.CTL.LAWSON..Gene..Statistic.Value	EMT6.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.LAWSON..Gene..Statistic.Value	X4T1.CTL.LAWSON..Gene..Statistic.Value	CT26.CTL.LAWSON..Gene..Statistic.Value	MC38.CTL.LAWSON..Gene..Statistic.Value	B16.CTL.KEARNEY..Gene..Statistic.Value	MC38.CTL.KEARNEY..Gene..Statistic.Value	B16.CTL.PRFKO.KEARNEY..Gene..Statistic.Value	MDAMB231.CART.HER2.KEARNEY..Gene..Statistic.Value	MC38.NK.KEARNEY..Gene..Statistic.Value	MC38.CTL.PD1.KEARNEY..Gene..Statistic.Value	MC38.CTL.IgG.KEARNEY..Gene..Statistic.Value	MART1.CTL.LIBA.VRED..Gene..Statistic.Value	MART1.CTL.LIBB.VRED..Gene..Statistic.Value	K562.NK1_1.PECH..Gene..Statistic.Value	K562.NK2_5.PECH..Gene..Statistic.Value
COPA	1.64	-1.34	-1.56	NA	-0.82	1.09	-0.468621788972029	-0.155610560852017	1.1896092716789	-2.2078031270275	-2.38064836666945	-0.85860224336482	-0.943471081935729	0.48984	-2.255	2.52499480385556	-0.679596478575634
PUM1	-1.57	-3.5	-2.4	-0.53	-2.37	-2.52	0.649616457101856	1.31691236880886	-0.355466683496066	-2.41306495786505	-1.66036025856521	0.562111578620586	0.387427159983901	-1.03	-0.63363	1.04466029884269	2.27499883031284
PDCD6IP	-1.52	-5.52	-1.89	NA	-8.46	-0.26	-1.31306810556339	1.78906716130787	-1.92433983913839	0.0558014246596389	-1.54737851054688	-1.47714042233045	-1.97264519532855	-0.60947	0.79651	0.210163584735517	-0.333416380520615
CALHM1	1.6	1.62	0.75	0.6	-3.32	0.6	-3.07486196281002	0.482374404926061	-2.09245313352416	-1.70605413973161	0.507619803131093	-2.80133283552271	-1.47957763014902	1.07	0.41868	-2.26595726342062	1.13060828225502
RBMS1	-1.52	-5.47	0.86	0	-3.92	-0.16	-1.8889987216401	0.423953123972108	0.118514508488651	-1.70946959019056	0.868318495011528	-2.22057146937319	-2.37492744561468	0.54077	1.5364	1.01107611742644	-0.662485694410449
COA7	1.59	-0.59	0.8	NA	-1.28	-0.19	-2.99786284491462	-1.63370884621644	-3.26605257345387	0.429004431107342	-0.192104946922997	-1.85010789683166	-1.83728386884413	-0.77724	-0.31647	1.15953052870092	-1.08130829234935
MRPL15	1.57	-1.66	0.31	0.94	0.76	-0.91	-2.56884529273674	-2.03996311121346	-1.67395216929083	-0.780494268238573	-0.770337023200345	-2.45204727126938	-2.31054500365913	0.28756	-1.1433	1.68960264282675	-0.825689940710186
BRAT1	-1.48	-5.1	1.11	-2.61	-1.88	-0.14	-1.45315760525198	2.50701948422793	-1.50690893844405	-0.248018620183891	-0.323601172723557	0.641004129491744	0.644918503556814	-1.4043	-0.72682	-1.27423540831296	-0.35995605075716
SACM1L	-1.48	2.13	-2.43	-0.01	-3.51	NA	0.0315887689513377	1.66539488114583	-2.44248341049175	0.683865660224776	-1.09162036743417	-1.11162364908026	-0.487054089853549	-0.51589	0.18846	-2.08746634722266	-0.679407024924124
SLC25A22	-1.43	-2.35	-0.85	-2.26	-3.65	-1.03	1.16410860959017	-1.37418582576565	-0.642112716147323	-2.43435392503806	-0.234315569015671	-2.0096523165365	-1.01036593955024	-0.4958	-1.2127	-1.16781846067607	-1.30825745592957
ATMIN	-1.44	-0.85	0.38	1.95	-3.73	0.66	1.0604498361288	0.0819581410835082	0.441377124665954	0.210317343302097	-0.630144572002486	1.82498031473946	0.495226849481119	-0.41355	-1.6884	-2.67774329745507	-0.740098877132092
TBX1	-1.45	-1.47	-2	-1.15	-0.9	0.45	1.45467953771779	-1.56230565696632	0.44212327875401	1.25246630185396	-2.30683536327192	-2.39868639070577	-1.55581537921983	-0.11384	0.6562	-2.46113562485159	-1.99620144722904
ILK	-1.43	0.1	-5.04	1.8	-2.43	1.58	2.43249496489253	-1.8527095532339	1.91095783282141	-1.1184379353613	-0.866638704091775	0.708652738834358	-0.949237171574895	-1.5394	-0.98167	0.158960493010094	-0.4119719266608
LIPT1	1.48	-1.86	0.45	1.35	-2.32	1.2	-0.50656510175402	0.874547801691672	-1.78640318686442	-0.903878180895167	-2.43907283638087	-0.647914889318326	-2.0941120488372	0.10782	0.62677	1.01732257655883	-1.22972527162077
ATP1B3	1.47	1.2	-2.11	0.49	-0.26	-1.13	-2.04873535553105	-1.68855886125036	-3.34386476888938	0.787105687938986	-2.04610541861554	0.202840118064731	1.43003839382073	-1.0664	0.13441	-0.725247837767941	-2.46090773625018
DPH6	1.44	-0.07	-1.76	1.12	1.14	NA	-1.99820905739887	0.0336452981482208	-3.34386476888938	-0.965249218737199	-0.453873330458806	-1.58994146470906	-0.820730138056192	-0.58764	-2.2151	-2.56714406742309	-1.22967188271745
AHCY	1.41	-0.98	-2.83	NA	-1.22	0.54	-0.434397242259781	-1.55340671367007	-1.08644988838656	0.0708212741664384	-1.6750419562273	-0.728937327797872	2.45364630407104	-0.80818	0.54923	-2.34524853646845	-1.07418449547141
VMP1	-1.33	-2.26	3.11	0.26	0.1	NA	-1.06609654784213	-2.48635817413181	-2.00656501110889	1.9604432919509	-1.14174507198939	1.20916359733583	1.04756298252242	-0.10236	0.33648	-2.15140813068395	-2.10937761636334
TMEM259	-1.32	1.62	-2.32	-0.51	1.19	0.69	-1.3182977316732	-0.967408224899885	-0.0293568332864604	0.652435917709914	-2.74264788349602	-0.0738622423346546	1.18661377476277	1.0958	1.6604	-2.59322696858972	-0.475178149459589
PPP2R4	1.35	2.41	0.41	1.3	-0.56	-0.91	-2.06768131569046	2.52608369289751	-2.11926592091577	-2.56956597706052	-0.720203027746771	-2.58213207129003	-2.24668758867096	-0.15572	-1.463	-0.37682992552867	-0.726683277186072
TSC1	1.32	2.05	0.11	-0.17	2.05	-0.67	-0.705755821627882	0.928438799764018	-1.38213582602781	-1.38757663606295	0.0836181951029448	-0.909777239975462	-1.28168833096644	-3.5164	-1.6027	-2.5924537261258	-3.29825424674599
COG4	1.3	-2.45	-0.86	0.34	-1.41	-0.22	-2.05492758118083	-1.75782082966848	-0.945272057663911	-1.97480747890035	-0.848283687540542	-1.81360863559189	-1.08423639170321	-0.16791	-1.5774	-3.42772575213425	-1.10939457886222
URM1	1.29	0.63	0.63	0.55	0.73	-1.29	-2.55033322707815	-1.437704203208	-3.95604755071712	-1.21297337543397	-0.511672836566533	-0.358886498971027	-2.36240896784758	1.4747	0.1514	-2.10898356816197	-2.78421169631637
LIPT2	1.28	-1.61	0.75	NA	-2.87	-1.83	-2.67315286807536	-1.0058660695842	-0.199438176162151	0.647636629598182	-1.11329908336066	0.625382568531071	-0.906937214717551	-0.34771	-0.39661	-3.76794037986185	-1.00794680550066
NOA1	1.26	-2.19	-2.64	1.62	1.45	-0.36	-0.124448720196394	-0.313817042178869	0.0664243305479467	-2.56956597706052	-1.57621614060849	-0.265479629933022	0.982080888413903	0.59347	0.61123	-0.895312612448785	-1.15561174927154
POLD1	-1.2	-1.64	-1.47	0.53	-2.14	NA	-0.258656870018175	0.351784344935156	0.138456052560971	-1.42067934467102	-2.32574796583561	-0.0305856329942295	-0.534464795253175	-1.3799	0.23278	-1.97949768525408	-1.4492921943857
MTX1	-1.18	-0.47	0	-0.36	1.67	4.42	-1.4631951044438	-2.70737306396932	-1.77158181835192	-0.526789176429914	-1.10948734673966	-0.867551330261495	-1.97166378879769	1.0432	0.32803	-2.97315037798958	-0.43233218265134
ATPAF2	1.21	-1.25	1	1	5.6	-0.04	-0.257464780704082	-1.84436475612474	-2.07786277461529	-0.725215231517033	-2.77097918122576	-1.79926988116012	-1.10430697081106	0.44198	0.8651	-2.95270777861179	-2.85375380524401
DAP	-1.14	-1.22	0.49	0.02	-0.92	1.96	-1.06609654784213	-2.36713897488096	1.23202431871486	-2.28039958863585	-0.911560735067541	-1.3026976636612	1.73191891757233	1.2326	0.53676	-2.5829764814176	-1.83194241780702
TERT	1.19	0.74	-2.26	-0.92	-1.01	0.26	-0.522790573751983	0.368554252224686	-0.120660432800988	-2.56956597706052	0.673231537874499	0.893181469272979	0.408618025894934	-0.38795	0.31396	-2.33084375447049	-1.01711232027049
PCNP	1.16	-4.3	-2.11	-0.25	0.56	-1.43	-1.92722175414527	0.93474447624815	-2.6525935080944	-1.60435420166043	0.113290813646943	-0.966768049576174	2.16270339264396	0.22539	1.8439	-1.90654139771722	-1.24628440807328
YAP1	1.14	-5.17	-1.22	-1.86	-3.32	-1.51	-0.353117971973689	0.281143940596315	-1.08036427023588	-2.31648137883468	-2.39237344584427	-1.83324597236392	-0.28098748346305	0.81155	0.80019	1.76956280283545	2.49368691972053
CDC20	-1.09	-2.44	0.18	-0.83	-1.9	-0.22	-0.216343504799931	-0.036880861092624	0.384375711303175	-1.66999678347552	-1.4988289970448	-0.513788312677947	-1.69117177516521	-0.85673	-1.2399	0.440907450008655	-1.74750372111453
THTPA	1.13	-0.31	-0.03	-2.98	-0.98	-1.1	-2.3162980636284	2.58116327026348	-1.55031470316558	-2.03353996666181	2.66520239519392	-1.56017725092795	-1.35895136713864	0.17087	0.040362	-3.34544044374192	-3.03594889730989
RPS28	1.13	-0.63	-1.55	NA	-2.05	2.31	0.756482434608304	-1.17523677818486	-0.331720923232054	0.824879510451668	-2.15346693510002	0.691995746771266	-2.5800080921424	0.37635	-1.1829	2.30379774102199	-0.988270885892496
DOLK	1.12	2.34	0.27	NA	-0.14	NA	-1.18514530734551	-0.377529696072346	-1.87560164766198	-1.54172678576818	-1.68275773491623	-0.852602095735689	-1.44500671319239	-1.0525	0.17706	-2.54344288702896	-2.03865972477476
C1QL2	-1.07	0.82	-2.31	-0.28	0.26	2.98	-0.949512534534731	-3.4369519311676	-1.00474428088937	-2.43232111768216	-1.00101408279412	-1.53499115786945	-0.916356391218085	-0.21098	0.32858	1.48076952493241	-0.989333497622032
B4GALT5	1.08	-1.53	2.21	0.46	-0.11	1.2	0.345923775757237	-0.0121574466108639	-0.417818258977764	0.132131855194183	-0.426449964748225	-2.69662548733739	-0.729133507172258	-1.6422	0.20879	-2.7267369955024	-2.22764795710378
VRK1	1.07	1.44	-0.94	4.94	-2.02	NA	-1.88348995403222	-1.2773463406156	-2.53325099571674	0.469545178226112	-0.866638704091775	-1.04513625469493	-0.464289982636532	0.044893	-1.1157	2.37481810582977	-2.74552589222199
GFM1	1.07	0.84	-0.13	-1.39	1.19	-1.38	-2.78507102102446	-1.2773463406156	-2.66086586353881	-1.20864307523276	0.635810412367185	0.158021318547342	-0.431946909235046	-0.14368	-0.70715	-0.600609663611899	-0.102373773495845
SIRT7	1.07	-0.47	0.38	-0.79	0.05	-1.75	-2.66560468905397	0.160686909696943	-3.19862637000789	1.41668857099424	1.95196803317403	-2.46137919257906	0.569967118697344	0.22001	0.19566	-2.77541092120002	-0.951284447076503
IL18RAP	-1.02	-0.7	-2.59	-1.12	0.82	-0.81	-2.01676541246086	-1.89601546191688	-1.96260576791978	-2.1652571225784	1.62223986025452	0.10043372051147	-2.38560616721183	-0.13277	0.50125	0.0391635427433969	3.38493157427978
RAD51D	1.04	2.01	-1.24	2.24	-0.42	-0.45	-1.73949346913501	-1.6685630843466	-1.66603722680729	-0.438394959095435	-1.31008228679836	0.942884468543385	-2.26913693339481	-0.17139	0.37371	-3.32805690784804	-4.75586345607267
PPP2R1A	1.03	0.87	-0.14	0.41	-1.4	-0.11	-1.81507750244153	-0.720852939244133	-2.00079951238663	0.0228875142164951	1.65246399064086	2.18953469055768	-0.660270901365499	-0.64759	-0.17533	-2.45359544460659	-2.831239408572
PHF23	-0.99	-1.71	-1.57	-1.08	-3.49	-1.08	-0.730212995823954	-1.22546518445948	-1.79009898473216	-2.14865195366647	-0.866638704091775	1.71768547570588	0.900000471077544	0.33275	-0.21267	-2.66096092073267	-1.30914865710803
TPSG1	1.01	1.98	0.52	1.22	1.86	-0.26	2.25578658314002	-1.41047999288302	-0.775507221380863	-3.39844535508364	1.3518040756576	4.05376429152948	2.93873003049794	0.56072	-0.88705	-2.58079183749003	-0.702961087309527
BABAM1	-0.96	-1.96	-2.05	-2.21	-1.45	1.07	-2.00867134076953	-1.67491963806751	-0.621273023490855	-2.32909940894457	-1.32406939131283	-3.02682131814855	-0.205092315715209	-0.26539	1.4102	-1.26833035849035	-1.47874679688703
KLF3	-0.94	-3.12	-2.23	1.01	-5.22	-1.06	0.339145663743173	-2.31994227961411	1.32906053229846	-0.381004377936543	-2.10176347671357	-1.91976175311057	-1.92430790751338	-1.5019	0.83658	-1.88309127081977	-1.93973420801251
NIPA2	-0.94	-0.21	-0.8	-1.99	0.89	0.7	-2.80806607189988	-2.38895873509644	-1.72693131295797	-2.78908003927143	0.884548858257479	2.99287821942975	1.40817924636646	0.26423	-0.49402	1.42450617098328	1.73361734970878
AURKB	0.94	-0.93	-1.98	NA	-2.28	0.91	-0.995485897125478	-1.12313538469447	-0.31468609876611	-1.88269288669697	-1.59357168773283	-2.06063369126888	-2.44739260782066	-0.014108	0.0026795	-2.1210214187607	-1.443150784484
PSEN1	-0.93	-2.53	0.21	0.38	-3.82	-0.73	-1.34092131797876	-1.26575726315208	-1.39105087493609	-0.872895572077672	1.33220753868253	-3.02028131988696	-2.64589127180854	1.0157	-0.14524	1.60370088835586	1.72164415137812
RMND5A	-0.9	-0.58	-1.53	0.33	0.93	-1.29	0.159798253383052	-1.45384241875683	-1.76843625539752	-1.18266989460341	-1.12130043608357	1.53874730020689	-1.2671546437239	-1.2491	-1.207	-1.87799389688189	-1.47104850403039
WWTR1	-0.88	-3.43	-1.46	1.03	-3.19	-1.63	-0.586588660841948	-2.21128655213527	-0.550815729924615	-1.06556572502911	1.44864767485845	0.162540802130793	1.85981291146866	-0.42886	-1.5049	1.08912220295691	-0.737727594609209
SPRR2F	0.89	-0.04	-0.97	-0.53	-0.51	-1.23	0.828265776513012	-0.341881596376951	-1.80286130083701	0.541823646340901	0.663859874282066	-1.78155394784498	2.52683976694211	-1.2469	-0.84139	0.58301975728869	-0.0468158454972491
NFRKB	0.9	-5.09	-0.5	-1.69	-2.28	2.78	2.06795770948719	1.78068454097263	-0.788575765265256	1.2085910410313	-0.25484864773454	-2.49671402545417	-1.2870869026014	-0.048119	-0.48189	-3.5471789567771	-2.1138275382868
CBR3	-0.86	-2.3	0.97	1.39	0.45	0.53	-2.71943270443492	-0.515848822987368	-1.75077891446667	2.79040589994003	-0.0780352663795961	-0.811567232240224	-0.81957224743883	0.5043	-0.36121	0.457293640646133	-1.46411693817657
EFNB1	-0.87	1.51	-2.16	1.47	-0.37	0.11	-0.50656510175402	-1.34298756619301	-0.522790573751983	-1.11740780376171	-0.310395783752295	-3.0951400280444	-3.30241539501877	0.86301	0.56402	0.52638605887448	-0.887592480377266
RAB35	0.85	1.03	-2.67	1.35	-3.61	-1.33	1.40218503251878	-0.490924285113955	0.169250003457853	-2.17106843049825	0.62188118163669	0.877896295051229	-2.0758913599279	2.1778	0.27216	1.85121937154878	-2.37364239592501
PIK3C3	-0.83	-2.02	1.22	-1.24	-4.48	NA	-3.37086708914259	-0.479082413984891	-2.75970261036722	0.18080581325427	-0.935287801726196	1.05016991254762	1.19149326260146	0.015644	0.60887	-0.680386131531452	-2.28854160703026
ASNA1	0.82	0.46	-0.35	-1.13	-3.88	0.86	-0.104541041856693	0.637283801856644	-2.42031189498625	0.837591799583241	-1.84437848898987	1.12852088906989	0.48953921288394	-0.69236	-0.21903	-1.51337669999987	-1.11890656956802
WDR45	-0.83	-2.16	0.4	0.89	1.53	-2.24	-2.55901239041535	-1.4845313974413	-3.26580340924427	1.67851810008014	0.583257452798916	-0.974516803457565	1.82411955366998	-0.50178	0.093129	-1.94489181798839	-0.925973023019549
PPP1R14A	0.81	-0.42	-2.3	-2.45	0.74	-1.63	-1.83354205772215	-0.778999515762307	0.726944427029942	-2.24475289942738	0.563433104767957	-2.1602670784036	-1.72705380982548	-1.45	-2.2512	-1.52397082252011	-0.642174327426552
PPP1R2	-0.8	-4.81	2.4	0.18	-3.74	0.63	-1.36114459225718	-0.0953460079776915	-2.53927018307927	-0.370593935100064	-0.162388406424307	-0.816349973647849	3.18193628153954	0.60457	-0.19501	-1.83551107259462	-1.33701420533608
SERBP1	0.8	2.72	0.59	1.98	0.08	-0.75	0.642852212484036	2.99833399319708	-1.84026051045176	-2.47107384201001	-1.39958375969692	1.54685588822879	1.30484979341464	1.0927	0.1027	-2.98370628250481	-1.70566752137557
SLC4A7	0.74	-5.97	-1.54	1.37	-3.31	0	0.480151036708541	0.780086435638872	0.174286892327233	1.50933184723869	-1.54737851054688	-0.205655527267227	-2.35293679003342	-0.9608	0.27388	-0.05386841662158	0.53484072405724
PAX3	0.75	-2.14	-2.16	-0.91	-2.48	0.35	-0.229165868093026	2.10405098262494	-1.31607163592004	-2.16088789757208	-2.38064836666945	0.948175730825082	0.605239309978329	0.89886	0.28123	1.09080203690683	0.954481439476573
DIS3	0.74	-2.66	-0.87	-1.39	-0.09	1.06	0.809965507784458	1.77997531880715	-1.93287173980382	1.27243107180995	-2.21748451593443	-0.532268566163943	-2.1408268979041	-0.086042	-0.3406	-2.70909017390536	-2.37426343366953
PRRC2A	-0.75	7.33	-2.25	2.45	1.89	-0.77	-0.668648071505528	-0.634001259723777	-1.881411233023	-0.8396583017394	-0.339809491013167	-0.965688651197661	-2.21998184541923	-0.56813	-1.2965	-2.08299148191338	-2.35986066876654
ATP13A1	-0.74	-10.13	-0.21	0.42	-10.82	-2.42	-2.48899157906978	1.93645499084976	-0.992774211684895	0.676599651960007	0.334688602487012	0.64899748779821	1.23685747471969	-2.1483	-0.40565	-1.72993437947496	0.81090539822568
PIGX	0.73	-3.66	-1.73	-3.01	-7.12	-0.49	-2.68854575499215	-1.7119927746698	-0.461193199878197	0.169936596299357	2.08857497301801	-1.29071073737863	0.210573618631505	2.2235	-0.036617	1.42770078548222	1.89110746671095
COL6A6	0.7	-0.18	-2.87	1.85	-1.05	0.17	1.46057540507464	-2.52705954311827	1.57097696266189	-0.790253049977172	1.71837630191669	1.65905852344182	-1.32618024860081	0.55538	-0.00099228	-2.56807848250395	-0.319694407037167
CDS2	0.7	-0.37	0.6	0.53	0.67	-0.92	0.0192771652937106	-1.11511767088436	0.776658970061779	-2.84778973841549	-2.19213167771916	-0.490132700119773	-2.43564659168892	-0.28177	-0.97423	-4.82844981561333	-1.52984944271316
PRRC2B	0.7	-0.73	-1.81	0.65	-3.35	1.3	-2.75944292557227	-0.885550120575162	-2.9857108713497	-0.0371066120592044	-0.958878414713027	-0.918762138592892	-0.402385961531539	-0.064052	0.3589	-1.51686805666147	-1.12686396736873
PIAS1	0.71	-3.38	-2.59	0.07	2.12	1.86	-1.28529848326666	0.202098142469176	-1.94812506777595	NA	-2.05789722697915	1.22594333406431	1.1584510905962	0.35298	-1.4516	-0.520923591925853	0.144101905571818
EXOSC5	0.71	-2.12	-1.03	NA	1.16	1.6	0.0595676301098585	0.0224362052510214	-1.12478535920181	-1.0944902984328	-1.17733956775034	-2.12266421174303	-2.5228078404881	0.9548	-0.22526	-3.35804441233342	-2.46953707155539
SLC25A29	0.71	-0.2	0.45	-0.14	1.54	-0.36	0.312342821286824	-1.24901387238852	0.0486728660416603	0.0510571258755782	-2.30683536327192	-1.95629850678371	0.811497548764172	-1.4268	-2.2764	1.01547386184857	-1.5671997880354
RNF114	-0.73	-2.24	-1.57	1.44	-1.4	0.88	-0.620330832155337	1.09480973640179	-0.741220096857546	0.247372441539148	1.87191763080504	1.0609337720237	-1.6652344020514	-1.8888	-1.5186	-1.6227072538621	-1.76582030999565
RPE	0.66	0.32	0.05	NA	2.09	2.06	-0.287016090372478	-1.73485777395077	-1.86039260623623	-1.18413405835344	-2.29043694349234	-2.14107488060074	-1.52083200745987	-1.6505	-0.24036	2.1870345759046	-0.617507554415203
UXT	0.66	1.42	-0.88	-0.86	-1.21	-0.17	0.105776099780305	-0.682757641107601	-1.62604538944176	-1.57843373605136	-2.19213167771916	-2.8628871886555	-1.2782536638368	-0.6908	0.032906	-2.41361828755897	-1.85035777939539
SYNPO	0.67	1.04	-3.15	-0.53	-0.04	-0.47	-2.40099410276833	-0.725737024100805	-0.00749488870939847	-1.51030349635663	-2.38629268688671	-0.519804274181548	1.90360229274539	-0.5632	1.0287	-1.77700145766602	-0.265479629933022
NUDC	0.69	1.31	-1.28	-0.76	0.36	-0.75	-1.18971100108701	2.68079269922628	-2.23153064390559	-2.05683604064208	0.98277132041917	-2.20352168906596	-2.47192421990372	-1.0001	0.3639	-0.709232835833191	-1.48176062302871
RNASEH2A	-0.72	0.57	-1.37	-0.17	-4.26	1	-1.92863653583478	-0.55137008993391	-2.68659693399467	0.414483566161481	-1.74800015834388	-1.03888118032531	-1.29828913065835	-0.43648	-0.59714	-3.5737685450615	-2.58954092043031
MRPL47	0.64	2.32	3.33	0.86	0.73	-0.27	-0.00531407695318154	-2.25096112019886	-0.0798205247723106	1.10085447125806	-0.866638704091775	-2.25457528855715	-2.50824647856158	-0.70708	0.30104	-2.56749590269299	-3.02018539623655
DUSP23	-0.71	-1.22	-0.65	-0.51	0.36	0.62	-1.63913090453491	0.677135479217007	-2.54220355526171	0.0128593574505461	-2.82742503883596	0.377745047267601	0.322544805450669	0.95493	-0.084323	-2.53848995142704	-1.28404560180234
PLEKHA5	-0.7	0.51	-2.32	-1.39	0.28	-1.4	-1.57699793598724	-1.0532203801422	1.2597487863006	1.26263606672367	1.17613733693109	0.897560322900395	-1.67259018709856	-1.288	0.68582	1.03772092539668	-1.43614178559475
MESDC1	-0.7	1.61	-0.37	-1.37	-2.23	0.77	0.268129031279714	-1.17959834877269	0.430048996746821	-0.663391263150774	-2.30683536327192	0.10751553703094	0.668679417272331	0.51343	-1.6362	2.21447675520855	-1.24912324460974
D2HGDH	0.62	-0.8	1.86	0.51	-2.91	1.55	-2.90320904449259	1.60886437858516	-0.109936166058989	-0.848678882474288	-0.0222356249608932	-2.18408503673093	-0.786388361147852	-1.0665	-0.80209	-2.59138674272579	-2.37015561135643
OGT	-0.68	-1.21	-0.76	-0.45	-2.88	0.2	-0.23810455751138	-1.30150398901436	-1.6672434810898	-1.13479791512513	-0.678460122144357	-1.24863118722364	-2.45461384190018	0.53402	0.32715	-2.3041896490743	-1.37414071995703
DIDO1	-0.69	-2.75	0.14	-2.72	-1.27	1.56	-1.17358822470009	-0.583822111767159	-2.32205452278235	-0.0896818996007394	-0.866638704091775	2.37282553194507	-0.283778672216888	0.87506	1.1066	-0.679691214548954	-0.696077973280301
SDHB	0.58	-1.49	0.39	-0.21	-2.48	0.21	-0.313869705522066	0.360089773662444	-0.750024415577079	0.935132537706891	-1.48135499792446	-0.233079079117825	-1.17543681997238	-1.0561	-0.53854	-1.21554053096644	-1.64169127862259
CHMP4C	0.52	0.24	-0.15	1.32	-2.22	0.23	0.832476566227869	1.61442164455402	1.55513466747483	-3.80781516356142	-1.04951751133122	1.40949787962465	2.54018451576819	-0.0093391	0.3645	-2.5318825061655	-3.06594944340588
NT5C	0.56	-2.16	-0.11	1.72	-1.43	0.2	0.851773170693851	-0.181315424098561	-1.63891002294052	-2.22139824206297	0.527854970981407	2.43838627427559	1.73063995940651	0.9656	-1.9447	-1.79445860545824	-1.51815233646655
RASAL1	0.55	-2.25	0.48	0.33	-0.56	2.53	-2.45024762501091	-2.50662827490992e-05	-2.06520085147422	-0.060496755317721	-0.118968893639536	-1.0126235641656	1.26296989234848	-0.16811	1.2827	1.6237648712746	-2.39671910181926
LRP12	0.55	-3.01	0.65	-0.48	-0.94	2.85	-2.2501094240913	1.56698584617366	-0.613811344216158	-1.571769574841	0.113290813646943	-1.05156319787049	-0.0647161549455071	1.6922	-0.47272	-2.32212882498404	-1.82508634806156
INTS8	0.5	-2.33	0.69	1.99	-1.66	1.73	0.764482099584148	2.8122385590605	-0.660832091366654	-2.84427937667374	1.29955946539361	-2.79474915318128	1.36242436097665	-0.56318	-0.562	-0.629411028056307	-0.592224896473407
RNF168	0.5	-0.24	-1.16	-0.92	-0.93	0.16	-0.908526726078866	-2.4076401092983	-1.03040484460025	-1.89718140624301	1.65312218062101	0.58513045848411	-0.797432311272987	-1.2545	-1.2118	-2.42788399807096	-1.18732360673532
ATP2B1	-0.64	1.12	1.98	-0.03	-1.31	-0.01	0.488522207067655	0.58471405779794	-1.69880463513835	-1.38757663606295	-0.866638704091775	-0.917310417483337	-2.33656911393573	0.44711	-0.074587	-2.48379120953557	-1.27260005239754
ARIH1	-0.62	-0.01	-0.49	0.78	-3.05	-1.47	-1.24448803574979	0.981553226717764	-2.56107109375645	-0.698155424059886	-2.68175990725497	-0.893667162152789	-1.61929409780536	-0.45182	0.14457	-2.06235447703975	-0.947586502866869
RRM2B	-0.62	1.22	-2.67	-0.12	-3.09	1.11	-1.28732796592182	-1.55713684015821	-0.707396679232749	-0.482487043889467	-2.48781658678998	-0.472373802706956	0.20954860011428	0.40275	-0.11828	3.02964665645821	-1.11018341038902
TAF6L	-0.59	3.08	-1.53	-6.73	1.63	0.28	-0.180117913065253	-1.67655261166974	-2.44248341049175	0.238955614860978	0.00970080357064815	0.703057365989396	-1.78383795604746	1.2707	0.528	-2.81609030764048	-2.6565873434107
RPF2	0.47	-2.25	-0.11	NA	1.9	NA	-0.775676531645736	-0.614537803671957	1.20304217579011	-0.818485532064158	-2.49564600993867	-0.46621725445603	-0.779984497761772	-0.63528	0.30896	-0.735688976134192	-0.254874541464229
TFAP2A	0.48	1.19	1.92	1.13	1.01	-0.23	-0.390833920870615	-2.46189271773771	-1.15034938037601	-2.71157693126542	-0.756983079006174	-1.64692238568102	-0.731096847105117	-1.2553	0.056678	-0.968249057174975	-0.258630951130353
BDP1	-0.57	2.66	-2.61	-0.29	0.79	0.97	1.28029899791604	0.161931241917678	1.52633683348709	-0.721860904273835	1.66411224735679	-3.43694272317547	-2.79417694286638	0.30323	-0.72111	0.461862398845563	-0.259382669497512
GNAL	-0.57	-1.34	-1.32	0.3	0.25	1.06	-0.725150021328167	-0.811741458174035	0.784613862175016	0.0431524614840555	-2.86085517949113	0.569672271878238	-2.74616733988247	-3.1454	0.15858	0.891389963849011	-0.638481950191275
RAD51C	0.45	1.8	1.09	0.25	-0.76	-1.34	-2.58632292425587	-0.293212146952843	-3.02652788799384	-1.40065922958665	0.113290813646943	-2.27536571990907	-1.34667787812084	0.28554	-0.28657	-2.39016946970145	-1.57394571477827
SIN3A	0.43	-7.36	-0.66	-0.44	-4.26	0.81	-0.0196532307748368	-1.00329198944449	-2.05933664852338	-0.453151018712177	-1.25466609161121	1.60506273134653	-2.26179616355952	0.81339	1.7693	1.51744646554739	1.03155634490292
COG2	-0.55	-2.85	0.38	0.25	-0.35	-0.6	-3.13873296114928	-1.62510588106805	-1.92315967355538	-0.146204440777009	1.01963837091201	0.112382664464072	1.7688075283168	0.84389	-0.056878	-1.08175816555616	-1.53499115786945
TSPO	0.43	-1.7	0.63	-2.79	-2.89	-0.04	1.44168236779212	-2.59464014917328	-0.231662705623975	0.312737635193005	0.0796193562846462	0.736346260582658	-1.7717503959654	-0.93785	0.48292	1.45763201579759	-0.880294114739364
RNF32	-0.55	-0.26	0.51	-2.78	0.83	-1.3	-2.00867134076953	-1.8527095532339	-1.66387205807144	1.90147365532965	-2.68175990725497	0.827488919321268	1.25461102285151	0.33357	0.63169	-0.710942287221779	-1.87846193252931
RPAP1	0.4	0.65	0.67	-0.81	1.1	-0.24	0.309449002057938	-0.111298052111754	0.00300795846545918	-2.03353996666181	-3.50345746254609	1.08767184806952	-3.04371036418031	-0.52456	-0.4352	-1.273953207283	-0.987944152866585
